house,apartment,townhouse,shop,department store,factory,warehouse,sedan,SUV,sports car,marine cargo,turboprop aircraft,light sport aircraft,property_value,claim_amount,pml,deductible,payment,water damage,theft,nat cat,fire,other,collision
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.05919192,-0.061666331,-0.146197865,-0.112847223,-0.039621155,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.246474404,-0.068825159,-0.273332619,-0.112847223,-0.047579355,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.121856782,-0.063100995,-0.189375706,-0.174146098,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.317684473,-0.072020547,-0.321307998,-0.153713139,-0.050728805,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.004185042,-0.065111698,-0.103020024,-0.174146098,-0.042847126,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.072009733,-0.061083045,-0.155792941,-0.174146098,-0.038368625,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.117584177,-0.073408114,-0.184578168,-0.174146098,-0.052069939,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.28350364,-0.073364639,-0.297320308,-0.174146098,-0.052021609,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.237217094,-0.074773943,-0.266136312,0.009750528,-0.126271292,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.081979143,-0.064245828,-0.160590479,-0.174146098,-0.04188457,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.18167324,-0.068165794,-0.227756009,0.009750528,-0.048054592,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.005784368,-0.070723553,-0.110216331,0.009750528,-0.050897957,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.025011087,-0.067879585,-0.122210176,-0.174146098,-0.045924082,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.024298986,-0.072035039,-0.122210176,-0.112847223,-0.051147657,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.183097442,-0.07071993,-0.230154778,-0.112847223,-0.0496857,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.238641296,-0.071578555,-0.266136312,-0.112847223,-0.050640201,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.042638479,-0.062202518,-0.076633566,-0.174146098,-0.0396131,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.016290754,-0.071426394,-0.095823717,-0.112847223,-0.050471049,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.230096087,-0.067712932,-0.261338774,0.009750528,-0.047551163,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.001336639,-0.0692273,-0.105418793,0.009750528,-0.049234628,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.17170383,-0.067053567,-0.222958471,-0.174146098,-0.045005828,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.069873431,-0.06545225,-0.153394172,0.009750528,-0.045038047,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.049934611,-0.060177323,-0.139001558,-0.153713139,-0.037563139,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.20161206,-0.07392981,-0.242148623,-0.153713139,-0.05285126,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.037828899,-0.070872092,-0.131805251,-0.153713139,-0.04945211,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.289912546,-0.060840312,-0.302117846,-0.174146098,-0.038098787,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.024298986,-0.062347434,-0.122210176,-0.174146098,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.287064143,-0.066531871,-0.299719077,-0.153713139,-0.04462725,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.180961139,-0.06498852,-0.227756009,-0.112847223,-0.043314308,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.220126678,-0.068796176,-0.254142467,-0.153713139,-0.047144393,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.133250393,-0.076034709,-0.196572013,-0.112847223,-0.055593939,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.348304803,-0.071096711,-0.340498149,-0.112847223,-0.050104553,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.090524351,-0.063198813,-0.167786785,-0.153713139,-0.040922015,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.004185042,-0.063079257,-0.103020024,0.009750528,-0.042400081,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.23223239,-0.064948668,-0.263737543,-0.174146098,-0.042665892,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.175264334,-0.071100334,-0.22535724,0.009750528,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.210869369,-0.07509638,-0.249344929,-0.153713139,-0.054148092,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.269973726,-0.069763488,-0.287725233,-0.174146098,-0.048018345,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.102630063,-0.071161923,-0.174983092,-0.153713139,-0.126271292,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1410835,-0.075625322,-0.201369551,0.009750528,-0.126271292,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.107439643,-0.06585439,-0.033455725,-0.112847223,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.062040323,-0.057579712,-0.148596634,-0.153713139,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.010056972,-0.07137205,-0.1126151,-0.153713139,-0.050007895,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.173840132,-0.06631812,-0.222958471,0.009750528,-0.046000603,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.153189212,-0.072784977,-0.208565857,-0.174146098,-0.051377221,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.075395111,-0.065079092,-0.055044645,0.009750528,-0.044623222,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.237217094,-0.059720839,-0.266136312,-0.112847223,-0.037458426,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.190218448,-0.063336482,-0.234952316,-0.153713139,-0.126271292,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.324093379,-0.060391074,-0.323706767,-0.153713139,-0.037800757,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.074858136,-0.066086255,-0.155792941,-0.153713139,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.099069559,-0.061717051,-0.172584323,-0.112847223,-0.039677539,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.248610706,-0.062050357,-0.273332619,0.009750528,-0.041256291,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.009344872,-0.066941257,-0.1126151,0.009750528,-0.046693321,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.198763657,-0.074045742,-0.239749854,-0.153713139,-0.052980138,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.099606535,-0.073045825,-0.038253263,-0.112847223,-0.05227131,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.111175271,-0.061655462,-0.182179399,-0.112847223,-0.039609073,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.035692597,-0.075947759,-0.129406482,-0.112847223,-0.055497281,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.044949906,-0.062137306,-0.136602789,0.009750528,-0.04135295,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.138235098,-0.070335904,-0.198970782,-0.174146098,-0.048654679,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.143219802,-0.055000215,-0.20376832,-0.174146098,-0.031606571,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.302730359,-0.075335491,-0.309314153,0.009750528,-0.056024874,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.042101504,-0.068328824,-0.13420402,-0.174146098,-0.126271292,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.155325514,-0.071408279,-0.210964626,-0.153713139,-0.050048169,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.109038969,-0.076012971,-0.17978063,-0.174146098,-0.05496566,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.259292216,-0.056177654,-0.280528926,0.009750528,-0.034727829,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.279231036,-0.075027545,-0.294921539,-0.174146098,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.346880602,-0.066629689,-0.340498149,0.009750528,-0.046346962,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.203748362,-0.067423101,-0.244547392,-0.153713139,-0.045617997,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.190930549,-0.068846897,-0.234952316,-0.174146098,-0.126271292,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.047086208,-0.071314084,-0.139001558,-0.174146098,-0.049742085,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.139659299,-0.076708566,-0.201369551,-0.112847223,-0.056343041,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.083403344,-0.07942211,-0.162989248,-0.112847223,-0.059359585,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.182385341,-0.074650765,-0.230154778,-0.153713139,-0.053652718,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.326229682,-0.073321165,-0.326105536,-0.174146098,-0.05197328,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.13040199,-0.066839816,-0.194173244,-0.174146098,-0.04476821,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.02269966,-0.059949081,-0.091026179,-0.112847223,-0.037712154,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.26285272,-0.06960408,-0.282927695,-0.112847223,-0.048445252,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.087675948,-0.069701898,-0.165388017,0.009750528,-0.049762222,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.205884664,-0.066752867,-0.244547392,-0.112847223,-0.045275666,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.239353397,-0.057836937,-0.268535081,-0.153713139,-0.03496142,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.20161206,-0.064970405,-0.242148623,-0.112847223,-0.043294171,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.173840132,-0.073437097,-0.222958471,-0.153713139,-0.052303529,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.190218448,-0.074074726,-0.234952316,-0.112847223,-0.0534151,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.086251747,-0.066905028,-0.165388017,-0.153713139,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.142507702,-0.057927509,-0.201369551,-0.112847223,-0.035464848,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.195203153,-0.058086916,-0.237351085,-0.174146098,-0.035037941,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.213717771,-0.054333603,-0.249344929,0.009750528,-0.032677867,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.063464524,-0.074031251,-0.148596634,-0.174146098,-0.052762656,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.176688535,-0.079889463,-0.22535724,0.009750528,-0.061087352,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.153901313,-0.068803422,-0.210964626,-0.112847223,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.131114091,-0.059767937,-0.194173244,-0.174146098,-0.036906668,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.063464524,-0.069057024,-0.148596634,0.009750528,-0.049045339,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.001336639,-0.066546362,-0.105418793,0.009750528,-0.046254331,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.142507702,-0.058996261,-0.201369551,-0.112847223,-0.03665294,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.309139265,-0.071937221,-0.314111691,-0.174146098,-0.050434802,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.16102232,-0.074799303,-0.215762164,0.009750528,-0.055428814,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.05331999,-0.06659346,-0.069437259,-0.112847223,-0.045098459,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.21229357,-0.064970405,-0.249344929,0.009750528,-0.044502399,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.076994438,-0.059286092,-0.15819171,0.009750528,-0.038183363,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.153901313,-0.065792801,-0.210964626,0.009750528,-0.045416626,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.229383987,-0.069042533,-0.261338774,-0.112847223,-0.047821001,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.234368692,-0.070020713,-0.263737543,-0.174146098,-0.048304292,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.169567528,-0.071060482,-0.220559702,-0.174146098,-0.049460164,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.141795601,-0.068937469,-0.201369551,-0.112847223,-0.126271292,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.086963847,-0.069883043,-0.165388017,0.009750528,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.095509056,-0.072473409,-0.170185554,-0.174146098,-0.051030862,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.167431226,-0.065368923,-0.218160933,-0.153713139,-0.043334445,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.060440997,-0.061561267,-0.064639721,-0.153713139,-0.039101617,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.363258918,-0.069694653,-0.350093225,-0.153713139,-0.048143195,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.061328222,-0.074129069,-0.148596634,-0.153713139,-0.053072768,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.186657945,-0.063137223,-0.232553547,0.009750528,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.257868015,-0.075161592,-0.280528926,0.009750528,-0.055831557,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.00276084,-0.067597,-0.105418793,-0.112847223,-0.046214057,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.174552233,-0.061789509,-0.222958471,-0.174146098,-0.039153973,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.117584177,-0.070636604,-0.184578168,-0.174146098,-0.126271292,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.052607889,-0.068129565,-0.071836028,0.009750528,-0.048014317,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.128265688,-0.071922729,-0.191774475,-0.112847223,-0.051022807,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.296321452,-0.059858509,-0.306915384,-0.112847223,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.159598119,-0.077494733,-0.213363395,-0.174146098,-0.056612879,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.241489699,-0.061756903,-0.268535081,-0.153713139,-0.039319098,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.014329576,-0.070364887,-0.115013869,0.009750528,-0.050499241,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.294897251,-0.061832983,-0.304516615,-0.174146098,-0.039202303,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.102630063,-0.066991977,-0.174983092,-0.112847223,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.131114091,-0.065274728,-0.194173244,-0.112847223,-0.043632475,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.153901313,-0.06387267,-0.210964626,0.009750528,-0.043282088,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.241489699,-0.064488561,-0.268535081,-0.174146098,-0.042154408,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.004897142,-0.069430182,-0.103020024,-0.174146098,-0.126271292,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.123280983,-0.065144304,-0.189375706,-0.174146098,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.322669178,-0.064521167,-0.323706767,-0.112847223,-0.042794769,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.012018149,-0.05574653,-0.098222486,-0.153713139,-0.032637593,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.296321452,-0.070763405,-0.306915384,0.009750528,-0.050942258,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.165294924,-0.067883208,-0.218160933,0.009750528,-0.126271292,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.143931903,-0.068922977,-0.20376832,-0.153713139,-0.047285353,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.304866661,-0.06392339,-0.311712922,-0.153713139,-0.041727501,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.032844195,-0.068701981,-0.129406482,-0.153713139,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.166007025,-0.073831992,-0.218160933,-0.112847223,-0.053145262,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.279943136,-0.060561349,-0.294921539,-0.112847223,-0.038392789,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.306290862,-0.068799799,-0.311712922,-0.153713139,-0.04714842,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.260004317,-0.061829361,-0.280528926,0.009750528,-0.041010618,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.099069559,-0.068448379,-0.172584323,-0.112847223,-0.047160502,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.116872077,-0.062963325,-0.184578168,-0.153713139,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.195028028,-0.062419891,0.02411473,-0.112847223,-0.04045886,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.010769073,-0.069912026,-0.1126151,-0.153713139,-0.048384841,0,0,0,0,1,0
